event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),quantity_lift,quantity_lift_pct,revenue_before_promo,discounted_price,revenue_after_promo,promo_effectiveness,is_successful_promo
ad1849,STCHE-1,CAMP_DIW_01,P05,55,25% OFF,119,107,-12,-10.08,6545,41.25,4413.75,-2131.25,Unsuccessful
cfa879,STCHE-4,CAMP_SAN_01,P13,350,BOGOF,114,502,388,340.35,39900,175.0,87850.0,47950.0,Successful
d2b963,STVJD-0,CAMP_SAN_01,P14,1020,BOGOF,48,187,139,289.58,48960,510.0,95370.0,46410.0,Successful
2e3393,STCHE-3,CAMP_SAN_01,P14,1020,BOGOF,112,460,348,310.71,114240,510.0,234600.0,120360.0,Successful
68718c,STCHE-0,CAMP_DIW_01,P04,290,25% OFF,309,265,-44,-14.24,89610,217.5,57637.5,-31972.5,Unsuccessful
591730,STBLR-2,CAMP_SAN_01,P09,90,25% OFF,64,53,-11,-17.19,5760,67.5,3577.5,-2182.5,Unsuccessful
7d1872,STMYS-2,CAMP_DIW_01,P02,860,33% OFF,283,430,147,51.94,243380,576.2,247766.00000000003,4386.000000000029,Successful
4b3df6,STTRV-1,CAMP_SAN_01,P14,1020,BOGOF,61,234,173,283.61,62220,510.0,119340.0,57120.0,Successful
55b461,STMDU-0,CAMP_SAN_01,P06,415,25% OFF,21,17,-4,-19.05,8715,311.25,5291.25,-3423.75,Unsuccessful
6b26bc,STHYD-2,CAMP_SAN_01,P05,55,25% OFF,24,18,-6,-25.0,1320,41.25,742.5,-577.5,Unsuccessful
dbd453,STMLR-1,CAMP_SAN_01,P03,200,BOGOF,195,776,581,297.95,39000,100.0,77600.0,38600.0,Successful
1fcb3a,STVSK-4,CAMP_DIW_01,P05,55,25% OFF,89,72,-17,-19.1,4895,41.25,2970.0,-1925.0,Unsuccessful
0a45d8,STTRV-0,CAMP_DIW_01,P02,860,33% OFF,196,303,107,54.59,168560,576.2,174588.6,6028.600000000006,Successful
e4235a,STVJD-0,CAMP_SAN_01,P09,90,25% OFF,33,30,-3,-9.09,2970,67.5,2025.0,-945.0,Unsuccessful
ca1e8f,STHYD-1,CAMP_DIW_01,P08,1190,BOGOF,54,167,113,209.26,64260,595.0,99365.0,35105.0,Successful
aa76f1,STHYD-0,CAMP_SAN_01,P11,190,50% OFF,42,65,23,54.76,7980,95.0,6175.0,-1805.0,Unsuccessful
e8aca2,STCBE-4,CAMP_DIW_01,P08,1190,BOGOF,40,119,79,197.5,47600,595.0,70805.0,23205.0,Successful
c8670a,STCHE-0,CAMP_DIW_01,P15,3000,500 Cashback,343,1056,713,207.87,1029000,2500.0,2640000.0,1611000.0,Successful
c99d18,STCHE-7,CAMP_DIW_01,P08,1190,BOGOF,54,218,164,303.7,64260,595.0,129710.0,65450.0,Successful
bcbc28,STVSK-1,CAMP_DIW_01,P02,860,33% OFF,253,389,136,53.75,217580,576.2,224141.80000000002,6561.8000000000175,Successful
d7e3d8,STVJD-1,CAMP_DIW_01,P13,350,BOGOF,36,124,88,244.44,12600,175.0,21700.0,9100.0,Successful
5991de,STMDU-0,CAMP_DIW_01,P09,110,50% OFF,43,58,15,34.88,4730,55.0,3190.0,-1540.0,Unsuccessful
4ad894,STMLR-1,CAMP_DIW_01,P03,156,25% OFF,192,165,-27,-14.06,29952,117.0,19305.0,-10647.0,Unsuccessful
72f1c0,STVSK-4,CAMP_DIW_01,P11,190,50% OFF,57,72,15,26.32,10830,95.0,6840.0,-3990.0,Unsuccessful
465ef1,STCHE-4,CAMP_DIW_01,P04,290,25% OFF,304,273,-31,-10.2,88160,217.5,59377.5,-28782.5,Unsuccessful
db76f3,STBLR-0,CAMP_DIW_01,P01,172,33% OFF,294,438,144,48.98,50568,115.24000000000001,50475.12,-92.87999999999738,Unsuccessful
8f4f8c,STVJD-1,CAMP_DIW_01,P02,860,33% OFF,210,321,111,52.86,180600,576.2,184960.2,4360.200000000012,Successful
dd2475,STBLR-4,CAMP_DIW_01,P04,290,25% OFF,325,289,-36,-11.08,94250,217.5,62857.5,-31392.5,Unsuccessful
a0a2ec,STBLR-8,CAMP_SAN_01,P01,172,33% OFF,346,491,145,41.91,59512,115.24000000000001,56582.840000000004,-2929.159999999996,Unsuccessful
0f1be6,STCBE-2,CAMP_DIW_01,P12,62,50% OFF,89,129,40,44.94,5518,31.0,3999.0,-1519.0,Unsuccessful
5b357f,STMDU-1,CAMP_DIW_01,P15,3000,500 Cashback,322,985,663,205.9,966000,2500.0,2462500.0,1496500.0,Successful
380012,STMDU-3,CAMP_DIW_01,P06,415,25% OFF,56,50,-6,-10.71,23240,311.25,15562.5,-7677.5,Unsuccessful
3906da,STMLR-2,CAMP_SAN_01,P09,90,25% OFF,33,27,-6,-18.18,2970,67.5,1822.5,-1147.5,Unsuccessful
c917a3,STCHE-3,CAMP_DIW_01,P04,290,25% OFF,350,311,-39,-11.14,101500,217.5,67642.5,-33857.5,Unsuccessful
3a8b79,STMDU-0,CAMP_DIW_01,P07,300,BOGOF,49,199,150,306.12,14700,150.0,29850.0,15150.0,Successful
c48008,STBLR-2,CAMP_DIW_01,P14,1020,BOGOF,47,162,115,244.68,47940,510.0,82620.0,34680.0,Successful
88a405,STMLR-2,CAMP_DIW_01,P12,62,50% OFF,63,71,8,12.7,3906,31.0,2201.0,-1705.0,Unsuccessful
1ba928,STMDU-1,CAMP_DIW_01,P04,290,25% OFF,255,219,-36,-14.12,73950,217.5,47632.5,-26317.5,Unsuccessful
7d5e81,STCHE-5,CAMP_SAN_01,P07,300,BOGOF,43,167,124,288.37,12900,150.0,25050.0,12150.0,Successful
43feca,STMDU-3,CAMP_DIW_01,P13,350,BOGOF,56,184,128,228.57,19600,175.0,32200.0,12600.0,Successful
9779b0,STVSK-2,CAMP_DIW_01,P10,65,50% OFF,85,128,43,50.59,5525,32.5,4160.0,-1365.0,Unsuccessful
bd2635,STHYD-5,CAMP_DIW_01,P04,290,25% OFF,327,310,-17,-5.2,94830,217.5,67425.0,-27405.0,Unsuccessful
4f255c,STHYD-1,CAMP_SAN_01,P08,1190,BOGOF,52,134,82,157.69,61880,595.0,79730.0,17850.0,Successful
386fdc,STVSK-1,CAMP_DIW_01,P01,172,33% OFF,257,364,107,41.63,44204,115.24000000000001,41947.36,-2256.6399999999994,Unsuccessful
3df185,STCBE-2,CAMP_DIW_01,P11,190,50% OFF,40,62,22,55.0,7600,95.0,5890.0,-1710.0,Unsuccessful
a37f93,STVSK-3,CAMP_DIW_01,P14,1020,BOGOF,38,117,79,207.89,38760,510.0,59670.0,20910.0,Successful
939435,STMLR-2,CAMP_SAN_01,P07,300,BOGOF,24,96,72,300.0,7200,150.0,14400.0,7200.0,Successful
38b760,STMDU-0,CAMP_DIW_01,P14,1020,BOGOF,33,126,93,281.82,33660,510.0,64260.0,30600.0,Successful
660f7c,STMYS-1,CAMP_SAN_01,P07,300,BOGOF,43,186,143,332.56,12900,150.0,27900.0,15000.0,Successful
5c8b9f,STMDU-1,CAMP_DIW_01,P01,172,33% OFF,187,289,102,54.55,32164,115.24000000000001,33304.36,1140.3600000000006,Successful
9.57E+11,STHYD-1,CAMP_SAN_01,P15,3000,500 Cashback,103,177,74,71.84,309000,2500.0,442500.0,133500.0,Successful
ddddb3,STBLR-2,CAMP_DIW_01,P09,110,50% OFF,103,136,33,32.04,11330,55.0,7480.0,-3850.0,Unsuccessful
90b2fb,STCHE-6,CAMP_DIW_01,P07,300,BOGOF,59,201,142,240.68,17700,150.0,30150.0,12450.0,Successful
cf9994,STCHE-5,CAMP_SAN_01,P10,50,25% OFF,37,31,-6,-16.22,1850,37.5,1162.5,-687.5,Unsuccessful
fb4f00,STCHE-0,CAMP_DIW_01,P11,190,50% OFF,80,102,22,27.5,15200,95.0,9690.0,-5510.0,Unsuccessful
b41e58,STCBE-4,CAMP_DIW_01,P02,860,33% OFF,255,377,122,47.84,219300,576.2,217227.40000000002,-2072.5999999999767,Unsuccessful
567271,STMDU-0,CAMP_DIW_01,P10,65,50% OFF,78,102,24,30.77,5070,32.5,3315.0,-1755.0,Unsuccessful
902a62,STHYD-2,CAMP_DIW_01,P06,415,25% OFF,96,77,-19,-19.79,39840,311.25,23966.25,-15873.75,Unsuccessful
da5d21,STBLR-9,CAMP_DIW_01,P10,65,50% OFF,92,125,33,35.87,5980,32.5,4062.5,-1917.5,Unsuccessful
8f2264,STBLR-7,CAMP_DIW_01,P12,62,50% OFF,124,184,60,48.39,7688,31.0,5704.0,-1984.0,Unsuccessful
1e2a0e,STBLR-9,CAMP_DIW_01,P01,172,33% OFF,329,467,138,41.95,56588,115.24000000000001,53817.08,-2770.9199999999983,Unsuccessful
7a6449,STHYD-3,CAMP_DIW_01,P10,65,50% OFF,131,203,72,54.96,8515,32.5,6597.5,-1917.5,Unsuccessful
6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,BOGOF,206,541,335,162.62,41200,100.0,54100.0,12900.0,Successful
5aa413,STCHE-1,CAMP_SAN_01,P08,1190,BOGOF,43,109,66,153.49,51170,595.0,64855.0,13685.0,Successful
11a64e,STCHE-7,CAMP_SAN_01,P06,415,25% OFF,31,28,-3,-9.68,12865,311.25,8715.0,-4150.0,Unsuccessful
67820e,STBLR-0,CAMP_SAN_01,P10,50,25% OFF,31,25,-6,-19.35,1550,37.5,937.5,-612.5,Unsuccessful
cd0d8e,STMDU-2,CAMP_DIW_01,P11,190,50% OFF,66,77,11,16.67,12540,95.0,7315.0,-5225.0,Unsuccessful
ee63b3,STHYD-4,CAMP_DIW_01,P02,860,33% OFF,362,521,159,43.92,311320,576.2,300200.2,-11119.799999999988,Unsuccessful
abffa2,STCHE-5,CAMP_DIW_01,P07,300,BOGOF,59,206,147,249.15,17700,150.0,30900.0,13200.0,Successful
5487a6,STBLR-0,CAMP_DIW_01,P03,156,25% OFF,358,315,-43,-12.01,55848,117.0,36855.0,-18993.0,Unsuccessful
0a4160,STCHE-7,CAMP_DIW_01,P03,156,25% OFF,330,323,-7,-2.12,51480,117.0,37791.0,-13689.0,Unsuccessful
6422b4,STCBE-0,CAMP_DIW_01,P01,172,33% OFF,255,425,170,66.67,43860,115.24000000000001,48977.00000000001,5117.000000000007,Successful
6c7601,STCBE-2,CAMP_SAN_01,P14,1020,BOGOF,78,334,256,328.21,79560,510.0,170340.0,90780.0,Successful
d3575d,STMLR-2,CAMP_DIW_01,P02,860,33% OFF,210,268,58,27.62,180600,576.2,154421.6,-26178.399999999994,Unsuccessful
75ad53,STVJD-1,CAMP_DIW_01,P05,55,25% OFF,59,48,-11,-18.64,3245,41.25,1980.0,-1265.0,Unsuccessful
a08c5e,STMYS-2,CAMP_DIW_01,P05,55,25% OFF,99,88,-11,-11.11,5445,41.25,3630.0,-1815.0,Unsuccessful
d8a4ae,STBLR-0,CAMP_SAN_01,P05,55,25% OFF,28,22,-6,-21.43,1540,41.25,907.5,-632.5,Unsuccessful
14f1e9,STBLR-4,CAMP_DIW_01,P08,1190,BOGOF,49,163,114,232.65,58310,595.0,96985.0,38675.0,Successful
11178a,STCBE-0,CAMP_DIW_01,P07,300,BOGOF,36,118,82,227.78,10800,150.0,17700.0,6900.0,Successful
62775f,STCHE-2,CAMP_DIW_01,P07,300,BOGOF,59,196,137,232.2,17700,150.0,29400.0,11700.0,Successful
5.88E+11,STHYD-3,CAMP_DIW_01,P12,62,50% OFF,112,178,66,58.93,6944,31.0,5518.0,-1426.0,Unsuccessful
4fca07,STMLR-2,CAMP_SAN_01,P01,172,33% OFF,183,215,32,17.49,31476,115.24000000000001,24776.600000000002,-6699.399999999998,Unsuccessful
a216f7,STCBE-2,CAMP_DIW_01,P06,415,25% OFF,77,68,-9,-11.69,31955,311.25,21165.0,-10790.0,Unsuccessful
18a68a,STMLR-0,CAMP_DIW_01,P01,172,33% OFF,173,250,77,44.51,29756,115.24000000000001,28810.000000000004,-945.9999999999964,Unsuccessful
1f5ed3,STVSK-1,CAMP_SAN_01,P08,1190,BOGOF,33,131,98,296.97,39270,595.0,77945.0,38675.0,Successful
58e374,STBLR-0,CAMP_DIW_01,P07,300,BOGOF,64,250,186,290.62,19200,150.0,37500.0,18300.0,Successful
f7aec5,STCHE-5,CAMP_SAN_01,P13,350,BOGOF,87,341,254,291.95,30450,175.0,59675.0,29225.0,Successful
f4192d,STMYS-1,CAMP_DIW_01,P11,190,50% OFF,84,121,37,44.05,15960,95.0,11495.0,-4465.0,Unsuccessful
a71e7c,STCBE-2,CAMP_SAN_01,P12,62,50% OFF,33,51,18,54.55,2046,31.0,1581.0,-465.0,Unsuccessful
f49149,STMYS-0,CAMP_SAN_01,P06,415,25% OFF,27,22,-5,-18.52,11205,311.25,6847.5,-4357.5,Unsuccessful
e7cb59,STCHE-3,CAMP_DIW_01,P11,190,50% OFF,96,120,24,25.0,18240,95.0,11400.0,-6840.0,Unsuccessful
8b1147,STVSK-0,CAMP_SAN_01,P15,3000,500 Cashback,73,170,97,132.88,219000,2500.0,425000.0,206000.0,Successful
8d349f,STCBE-4,CAMP_SAN_01,P10,50,25% OFF,22,18,-4,-18.18,1100,37.5,675.0,-425.0,Unsuccessful
096adc,STBLR-8,CAMP_SAN_01,P02,860,33% OFF,441,626,185,41.95,379260,576.2,360701.2,-18558.79999999999,Unsuccessful
5f0a89,STBLR-3,CAMP_SAN_01,P15,3000,500 Cashback,114,249,135,118.42,342000,2500.0,622500.0,280500.0,Successful
127984,STMLR-2,CAMP_DIW_01,P04,290,25% OFF,141,125,-16,-11.35,40890,217.5,27187.5,-13702.5,Unsuccessful
e8a904,STCHE-7,CAMP_DIW_01,P05,55,25% OFF,112,107,-5,-4.46,6160,41.25,4413.75,-1746.25,Unsuccessful
f1b7e9,STCHE-3,CAMP_DIW_01,P14,1020,BOGOF,52,211,159,305.77,53040,510.0,107610.0,54570.0,Successful
62d659,STHYD-6,CAMP_DIW_01,P10,65,50% OFF,105,137,32,30.48,6825,32.5,4452.5,-2372.5,Unsuccessful
333b7d,STHYD-6,CAMP_DIW_01,P08,1190,BOGOF,49,166,117,238.78,58310,595.0,98770.0,40460.0,Successful
da9b71,STVSK-1,CAMP_DIW_01,P06,415,25% OFF,63,51,-12,-19.05,26145,311.25,15873.75,-10271.25,Unsuccessful
463205,STVSK-2,CAMP_DIW_01,P02,860,33% OFF,215,371,156,72.56,184900,576.2,213770.2,28870.20000000001,Successful
2b0db4,STMLR-2,CAMP_DIW_01,P14,1020,BOGOF,21,73,52,247.62,21420,510.0,37230.0,15810.0,Successful
003e8d,STCHE-3,CAMP_DIW_01,P02,860,33% OFF,371,519,148,39.89,319060,576.2,299047.80000000005,-20012.199999999953,Unsuccessful
b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,25% OFF,34,31,-3,-8.82,14110,311.25,9648.75,-4461.25,Unsuccessful
2d7f62,STCHE-2,CAMP_SAN_01,P11,190,50% OFF,58,68,10,17.24,11020,95.0,6460.0,-4560.0,Unsuccessful
58df9b,STCBE-2,CAMP_DIW_01,P02,860,33% OFF,183,327,144,78.69,157380,576.2,188417.40000000002,31037.400000000023,Successful
f22294,STMYS-1,CAMP_SAN_01,P01,172,33% OFF,345,520,175,50.72,59340,115.24000000000001,59924.8,584.8000000000029,Successful
6.88E+10,STVJD-0,CAMP_SAN_01,P08,1190,BOGOF,22,88,66,300.0,26180,595.0,52360.0,26180.0,Successful
41b8f8,STBLR-0,CAMP_DIW_01,P08,1190,BOGOF,56,220,164,292.86,66640,595.0,130900.0,64260.0,Successful
7.34E+11,STCHE-0,CAMP_DIW_01,P06,415,25% OFF,105,92,-13,-12.38,43575,311.25,28635.0,-14940.0,Unsuccessful
cbe691,STBLR-0,CAMP_DIW_01,P10,65,50% OFF,103,134,31,30.1,6695,32.5,4355.0,-2340.0,Unsuccessful
0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,BOGOF,30,117,87,290.0,9000,150.0,17550.0,8550.0,Successful
5ae6d6,STBLR-1,CAMP_SAN_01,P09,90,25% OFF,82,74,-8,-9.76,7380,67.5,4995.0,-2385.0,Unsuccessful
a9ee19,STBLR-1,CAMP_SAN_01,P08,1190,BOGOF,58,158,100,172.41,69020,595.0,94010.0,24990.0,Successful
4ab9ba,STTRV-1,CAMP_SAN_01,P01,172,33% OFF,165,232,67,40.61,28380,115.24000000000001,26735.68,-1644.3199999999997,Unsuccessful
3164ea,STMDU-2,CAMP_SAN_01,P01,172,33% OFF,265,328,63,23.77,45580,115.24000000000001,37798.72,-7781.279999999999,Unsuccessful
7bdc1e,STVSK-4,CAMP_DIW_01,P07,300,BOGOF,50,149,99,198.0,15000,150.0,22350.0,7350.0,Successful
565a38,STTRV-0,CAMP_SAN_01,P07,300,BOGOF,30,117,87,290.0,9000,150.0,17550.0,8550.0,Successful
ab3517,STTRV-1,CAMP_SAN_01,P04,370,BOGOF,190,733,543,285.79,70300,185.0,135605.0,65305.0,Successful
1b295f,STCHE-5,CAMP_DIW_01,P12,62,50% OFF,110,130,20,18.18,6820,31.0,4030.0,-2790.0,Unsuccessful
a55960,STBLR-1,CAMP_DIW_01,P08,1190,BOGOF,50,149,99,198.0,59500,595.0,88655.0,29155.0,Successful
5a0c33,STCBE-2,CAMP_DIW_01,P10,65,50% OFF,87,127,40,45.98,5655,32.5,4127.5,-1527.5,Unsuccessful
74d23a,STCHE-0,CAMP_DIW_01,P07,300,BOGOF,75,252,177,236.0,22500,150.0,37800.0,15300.0,Successful
d105db,STCBE-4,CAMP_SAN_01,P07,300,BOGOF,43,111,68,158.14,12900,150.0,16650.0,3750.0,Successful
1620ea,STMYS-3,CAMP_DIW_01,P06,415,25% OFF,101,89,-12,-11.88,41915,311.25,27701.25,-14213.75,Unsuccessful
2177f8,STMDU-0,CAMP_DIW_01,P04,290,25% OFF,234,208,-26,-11.11,67860,217.5,45240.0,-22620.0,Unsuccessful
609bfd,STBLR-1,CAMP_DIW_01,P12,62,50% OFF,129,170,41,31.78,7998,31.0,5270.0,-2728.0,Unsuccessful
0013db,STBLR-1,CAMP_SAN_01,P02,860,33% OFF,435,622,187,42.99,374100,576.2,358396.4,-15703.599999999977,Unsuccessful
6f3e24,STHYD-6,CAMP_DIW_01,P15,3000,500 Cashback,388,1129,741,190.98,1164000,2500.0,2822500.0,1658500.0,Successful
79a95a,STHYD-3,CAMP_SAN_01,P15,3000,500 Cashback,121,200,79,65.29,363000,2500.0,500000.0,137000.0,Successful
8cd1ec,STCHE-1,CAMP_SAN_01,P13,350,BOGOF,124,324,200,161.29,43400,175.0,56700.0,13300.0,Successful
e57227,STCHE-6,CAMP_SAN_01,P05,55,25% OFF,25,18,-7,-28.0,1375,41.25,742.5,-632.5,Unsuccessful
79577d,STBLR-9,CAMP_DIW_01,P03,156,25% OFF,348,337,-11,-3.16,54288,117.0,39429.0,-14859.0,Unsuccessful
dbaf92,STBLR-6,CAMP_SAN_01,P01,172,33% OFF,301,454,153,50.83,51772,115.24000000000001,52318.96000000001,546.9600000000064,Successful
27bc6e,STCBE-2,CAMP_DIW_01,P14,1020,BOGOF,42,160,118,280.95,42840,510.0,81600.0,38760.0,Successful
53bb94,STHYD-2,CAMP_DIW_01,P02,860,33% OFF,402,611,209,51.99,345720,576.2,352058.2,6338.200000000012,Successful
2fe1bb,STCHE-1,CAMP_SAN_01,P04,370,BOGOF,460,1168,708,153.91,170200,185.0,216080.0,45880.0,Successful
e553f2,STTRV-0,CAMP_DIW_01,P13,350,BOGOF,38,129,91,239.47,13300,175.0,22575.0,9275.0,Successful
fc376a,STHYD-0,CAMP_SAN_01,P14,1020,BOGOF,106,422,316,298.11,108120,510.0,215220.0,107100.0,Successful
fdd666,STMLR-0,CAMP_DIW_01,P06,415,25% OFF,38,33,-5,-13.16,15770,311.25,10271.25,-5498.75,Unsuccessful
bbf357,STVSK-4,CAMP_SAN_01,P11,190,50% OFF,40,57,17,42.5,7600,95.0,5415.0,-2185.0,Unsuccessful
d180ef,STBLR-7,CAMP_SAN_01,P01,172,33% OFF,341,531,190,55.72,58652,115.24000000000001,61192.44,2540.4400000000023,Successful
4888d5,STBLR-3,CAMP_DIW_01,P07,300,BOGOF,70,231,161,230.0,21000,150.0,34650.0,13650.0,Successful
dead78,STVJD-0,CAMP_DIW_01,P12,62,50% OFF,68,90,22,32.35,4216,31.0,2790.0,-1426.0,Unsuccessful
c198da,STMDU-2,CAMP_SAN_01,P06,415,25% OFF,19,15,-4,-21.05,7885,311.25,4668.75,-3216.25,Unsuccessful
3cb389,STCHE-6,CAMP_DIW_01,P01,172,33% OFF,309,460,151,48.87,53148,115.24000000000001,53010.4,-137.59999999999854,Unsuccessful
667c78,STVSK-4,CAMP_SAN_01,P01,172,33% OFF,223,301,78,34.98,38356,115.24000000000001,34687.240000000005,-3668.7599999999948,Unsuccessful
02b894,STBLR-2,CAMP_SAN_01,P02,860,33% OFF,477,658,181,37.95,410220,576.2,379139.60000000003,-31080.399999999965,Unsuccessful
1bff17,STCHE-6,CAMP_DIW_01,P05,55,25% OFF,112,85,-27,-24.11,6160,41.25,3506.25,-2653.75,Unsuccessful
d6ff76,STMDU-2,CAMP_DIW_01,P14,1020,BOGOF,28,96,68,242.86,28560,510.0,48960.0,20400.0,Successful
d1e51d,STCBE-4,CAMP_DIW_01,P07,300,BOGOF,42,130,88,209.52,12600,150.0,19500.0,6900.0,Successful
8f2a5a,STVSK-2,CAMP_SAN_01,P11,190,50% OFF,25,37,12,48.0,4750,95.0,3515.0,-1235.0,Unsuccessful
87be33,STBLR-6,CAMP_SAN_01,P13,350,BOGOF,120,516,396,330.0,42000,175.0,90300.0,48300.0,Successful
a1e541,STHYD-1,CAMP_DIW_01,P01,172,33% OFF,311,385,74,23.79,53492,115.24000000000001,44367.4,-9124.599999999999,Unsuccessful
6a1a5a,STVSK-0,CAMP_DIW_01,P15,3000,500 Cashback,250,755,505,202.0,750000,2500.0,1887500.0,1137500.0,Successful
361cfb,STMLR-0,CAMP_DIW_01,P14,1020,BOGOF,22,69,47,213.64,22440,510.0,35190.0,12750.0,Successful
951bda,STBLR-9,CAMP_DIW_01,P07,300,BOGOF,63,213,150,238.1,18900,150.0,31950.0,13050.0,Successful
a692dc,STCHE-1,CAMP_SAN_01,P01,172,33% OFF,270,340,70,25.93,46440,115.24000000000001,39181.600000000006,-7258.399999999994,Unsuccessful
94953c,STMLR-2,CAMP_SAN_01,P06,415,25% OFF,15,12,-3,-20.0,6225,311.25,3735.0,-2490.0,Unsuccessful
af100a,STMLR-2,CAMP_SAN_01,P03,200,BOGOF,190,752,562,295.79,38000,100.0,75200.0,37200.0,Successful
223d36,STMYS-0,CAMP_DIW_01,P10,65,50% OFF,129,167,38,29.46,8385,32.5,5427.5,-2957.5,Unsuccessful
ff43bf,STHYD-2,CAMP_DIW_01,P11,190,50% OFF,91,116,25,27.47,17290,95.0,11020.0,-6270.0,Unsuccessful
44838e,STVJD-1,CAMP_DIW_01,P06,415,25% OFF,49,40,-9,-18.37,20335,311.25,12450.0,-7885.0,Unsuccessful
1fa488,STVJD-0,CAMP_DIW_01,P07,300,BOGOF,31,105,74,238.71,9300,150.0,15750.0,6450.0,Successful
73211e,STCBE-1,CAMP_DIW_01,P01,172,33% OFF,182,223,41,22.53,31304,115.24000000000001,25698.52,-5605.48,Unsuccessful
93a29e,STCHE-4,CAMP_SAN_01,P05,55,25% OFF,28,22,-6,-21.43,1540,41.25,907.5,-632.5,Unsuccessful
ec5570,STVJD-1,CAMP_DIW_01,P10,65,50% OFF,71,95,24,33.8,4615,32.5,3087.5,-1527.5,Unsuccessful
6ee2af,STHYD-3,CAMP_SAN_01,P02,860,33% OFF,595,892,297,49.92,511700,576.2,513970.4,2270.4000000000233,Successful
f3a7b2,STHYD-6,CAMP_SAN_01,P01,172,33% OFF,306,416,110,35.95,52632,115.24000000000001,47939.840000000004,-4692.159999999996,Unsuccessful
2186aa,STCBE-3,CAMP_SAN_01,P05,55,25% OFF,19,15,-4,-21.05,1045,41.25,618.75,-426.25,Unsuccessful
e7bdad,STMLR-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,56,233.33,24480,510.0,40800.0,16320.0,Successful
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,BOGOF,82,323,241,293.9,28700,175.0,56525.0,27825.0,Successful
348fe6,STBLR-8,CAMP_DIW_01,P01,172,33% OFF,332,471,139,41.87,57104,115.24000000000001,54278.04,-2825.959999999999,Unsuccessful
17d5c1,STCBE-0,CAMP_DIW_01,P13,350,BOGOF,52,173,121,232.69,18200,175.0,30275.0,12075.0,Successful
8f5618,STBLR-1,CAMP_DIW_01,P04,290,25% OFF,302,289,-13,-4.3,87580,217.5,62857.5,-24722.5,Unsuccessful
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,25% OFF,16,13,-3,-18.75,6640,311.25,4046.25,-2593.75,Unsuccessful
aac58d,STBLR-6,CAMP_DIW_01,P08,1190,BOGOF,52,204,152,292.31,61880,595.0,121380.0,59500.0,Successful
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,50% OFF,108,145,37,34.26,6696,31.0,4495.0,-2201.0,Unsuccessful
0eb41f,STVSK-2,CAMP_SAN_01,P01,172,33% OFF,232,364,132,56.9,39904,115.24000000000001,41947.36,2043.3600000000006,Successful
9b8658,STHYD-5,CAMP_DIW_01,P11,190,50% OFF,73,97,24,32.88,13870,95.0,9215.0,-4655.0,Unsuccessful
3bc352,STHYD-3,CAMP_DIW_01,P07,300,BOGOF,54,170,116,214.81,16200,150.0,25500.0,9300.0,Successful
40f110,STBLR-9,CAMP_DIW_01,P12,62,50% OFF,122,163,41,33.61,7564,31.0,5053.0,-2511.0,Unsuccessful
55fed8,STCBE-3,CAMP_DIW_01,P09,110,50% OFF,40,60,20,50.0,4400,55.0,3300.0,-1100.0,Unsuccessful
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,500 Cashback,135,286,151,111.85,405000,2500.0,715000.0,310000.0,Successful
c134bb,STBLR-8,CAMP_SAN_01,P07,300,BOGOF,51,205,154,301.96,15300,150.0,30750.0,15450.0,Successful
2361c6,STBLR-0,CAMP_DIW_01,P06,415,25% OFF,94,83,-11,-11.7,39010,311.25,25833.75,-13176.25,Unsuccessful
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,500 Cashback,136,288,152,111.76,408000,2500.0,720000.0,312000.0,Successful
607c9d,STCHE-2,CAMP_SAN_01,P02,860,33% OFF,556,711,155,27.88,478160,576.2,409678.2,-68481.79999999999,Unsuccessful
5ea63d,STCBE-3,CAMP_DIW_01,P12,62,50% OFF,82,126,44,53.66,5084,31.0,3906.0,-1178.0,Unsuccessful
323aee,STVSK-0,CAMP_DIW_01,P07,300,BOGOF,36,119,83,230.56,10800,150.0,17850.0,7050.0,Successful
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,-8,-28.57,11620,311.25,6225.0,-5395.0,Unsuccessful
99482c,STBLR-8,CAMP_SAN_01,P08,1190,BOGOF,42,161,119,283.33,49980,595.0,95795.0,45815.0,Successful
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,25% OFF,98,76,-22,-22.45,40670,311.25,23655.0,-17015.0,Unsuccessful
97ad03,STCBE-1,CAMP_SAN_01,P02,860,33% OFF,379,462,83,21.9,325940,576.2,266204.4,-59735.59999999998,Unsuccessful
b666fa,STTRV-1,CAMP_DIW_01,P05,55,25% OFF,57,55,-2,-3.51,3135,41.25,2268.75,-866.25,Unsuccessful
da3c49,STMLR-2,CAMP_SAN_01,P02,860,33% OFF,270,313,43,15.93,232200,576.2,180350.6,-51849.399999999994,Unsuccessful
3459ec,STCHE-3,CAMP_SAN_01,P02,860,33% OFF,468,636,168,35.9,402480,576.2,366463.2,-36016.79999999999,Unsuccessful
